
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
;747396;747396;747396;747396;747390;747390;747390;747390;747390;747390;747390;747390;745800;745781;745781;745781;745781;745781;
Выльгорт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1376;1376;1399;1399;1425;1425;1425;1425;1425;1425;89095;89195;88999;88999;88999;88999;88999;88999;
Зеленец;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2604;2604;2604;2604;2604;2604;56100;56100;56100;56100;56100;56096;56096;56096;56096;56096;56096;56096;
Лэзым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;8500;14860;1486;1486;1486;1486;1486;1486;1486;1486;1486;23860;1486;1486;1486;1486;1486;1486;
Мандач;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;510;510;510;510;510;510;510;510;510;510;510;55600;156,2;156,2;156,2;156,2;156,2;156,2;
Нювчим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;465;274;274;274;274;274;274;274;274;274;274;28400;274;274;274;274;274;274;
Озёл;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;812;812;812;812;812;812;812;812;812;812;812;70000;70;70;70;70;70;70;
Пажга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3145;3145;3464;3464;3464;3464;3464;3464;3464;454,22;53268,47;53368;53268;53268;53268;53268;53268;53268;
Палевицы;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2557;2557;2557;2557;2557;2557;2557;2557;2557;2557;46806,42;47803;46802;46802,4;46802,4;46802,4;46802,4;46802,4;
Слудка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;341,7;341,7;1741;1741;1741;1741;1741;1741;1741;1741;1741;27410;55223,59;55223,6;55223,6;55223,6;55223,6;55223,6;
Часово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3331;3331;3331;3331;3331;3331;3331;3331;3331;3331;3331;34310;60907,01;60907,01;60907,01;60907,1;60907,1;60907,1;
Шошка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1162;1162;1162;1162;1162;7424,85;7424,85;7424,85;7424,85;7424,85;7424,85;74240;7425;7425;7425;7425;7425;7425;
Ыб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1315;1315;1315;1315;1315;1315;1315;1315;1315;1315;1315;22250;28805,18;28805,2;28805,2;28805,2;28805,2;28805,2;
Яснэг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2784;2784;2784;2784;2784;2784;164858,13;164858,13;164858;164858;1648,58;164858;164858,1;164858,1;164858,1;164858,1;164858,1;164858,1;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;607075;607075;616773;616773;607075;607075;607075;607075;607075;607075;607075;607075;607075;607075;607075;607075;607075;607075;
Визинга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1613;1785,6;120219;120219;117921;117921;117921;117921;117921;117921;117921;117921;117921;117921;117921;117921;117921;117921;
Визиндор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;887;887;22937;22937;22564;22564;22564;22564;22564;22564;22564;22564;22564;22564;22564;22564;22564;22564;
Вотча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;184;160,7;40574;40574;40815;40815;40815;40815;40815;40815;40815;40815;40815;40815;40815;40815;40815;40815;
Гагшор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1100;1193,5;47943;47943;47538;47538;47538;47538;47538;47538;47538;47538;47538;47538;47538;47538;47538;47538;
Заозерье;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2194;2193,9;85424;85424;83943;83943;83943;83943;83943;83943;83943;83943;83943;83943;83943;83943;83943;83943;
Куниб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1186;1265,7;91444;91444;89753;89753;89753;89753;89753;89753;89753;89753;89753;89753;89753;89753;89753;89753;
Куратово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1245;1137;78346;78346;77216;77216;77216;77216;77216;77216;77216;77216;77216;77216;77216;77216;77216;77216;
Межадор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;340;366;11452;11452;11474;11474;11474;11474;11474;11474;11474;11474;11474;11474;11474;11474;11474;11474;
Палауз;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;265;265;7479;7479;7563;7563;7563;7563;7563;7563;7563;7563;7563;7563;7563;7563;7563;7563;
Пыёлдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;558;546,2;13450;13450;12364;12364;12364;12364;12364;12364;12364;12364;12364;12364;12364;12364;12364;12364;
Чухлэм;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;924;79400;97505;97505;95924;95924;95924;95924;95924;95924;95924;95924;95924;95924;95924;95924;95924;95924;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;;
Муниципальный район Троицко-Печорский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;4060112;
Троицко-Печорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;4179;
Приуральский;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;229;229;229;229;229;213;213;213;213;213;213;213;213;213;213;213;213;213;
Знаменка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;539;539;539;539;539;539;539;2745,2;2745,2;2745,2;2745,2;2745;2745;2745,2;2745,2;2745,2;2745,2;2745,2;
Комсомольск-на-Печоре;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1481;1481;1481;1481;47847;47847;47847;47847;47847;47847;47847;47847;47847;47847;47847;47847;47847;47847;
Куръя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1500;1500;1500;1500;17542;17542;17542;17542,2;17542,2;17542,2;17542,2;17542,2;17542,2;17542,2;17542,2;17542,2;17542,2;17542,2;
Митрофан-Дикост;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1325;1325;1325;1325;1325;1325;1325;16046,4;16046,4;16046,4;16046,4;16046;16046,4;16046,4;16046,4;16046,4;16046,4;16046,4;
Мылва;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;837;837;837;837;837;837;837;837;832,8;819,2;819,2;837;837;837;837;837;837;837;
Нижняя Омра;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;520;520;520;520;520;677;677;677;677;677;677;5439;5439;5439;5439;5439;5439;5447,2;
Покча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;249;
Усть-Илыч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;278;
Якша;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5720;5720;5720;5720;548;548;548;548;548;548;548;3319,1;3319,1;3319,1;3319,1;3319,1;3319,1;3319,1;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;;
Муниципальный район Удорский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;3581568;
Благоево;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1133;1133;1133;1133;1133;1133;1133;1133;1133;1133;1133;1133;1133;2259;2259;2259;2259;2259;
Междуреченск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;335;364;
Усогорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;
Буткан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;311;311;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;310;
Важгорт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;472;472;472;472;472;472;472;472;472;472;472;472;471;472;472;472;472;472;
Вожский;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;297;297;297;297;297;297;297;297;297;297;297;297;297;297;297;297;297;
Глотово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;987;987;987;987;987;987;987;987;987;987;987;987;987;987;987;987;987;987;
Ёдва;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;490;490;490;490;490;490;490;490;490;490;490;490;490;490;490;490;490;490;
Ёртом (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1126;1126;1126;1126;1126;1126;1126;1126;1126;1126;1126;1126;1126;;;;;;
Кослан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1156;1156;1156;1156;1156;1156;776;776;776;1156;1156;1156;1156;1156;1156;1156;1156;1156;
Большая Пучкома;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;1023;
Большая Пысса;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;604;604;604;604;604;604;604;604;604;528;528;528;528;528;528;528;528;528;
Чернутьево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;808;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;
Чим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;156;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;
Чупрово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Вымский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;477508;
Микунь;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1391;1391;1391;1391;1391;1391;1391;1391;56243;56243;56243;56243;56243;56243;56243;56243;56243;56243;
Жешарт;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1873;1873;1873;1873;1873;1873;1873;1873;100417;100417;100417;100417;1977;1977;1977;1977;1977;1977;
Айкино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;1377;
Вежайка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;601,9;
Гам;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;541;541;541;541;541;541;541;541;24961;24961;24961;24961;24961;24961;24961;24961;24961;24961;
Донаёль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;95,3;201,3;201,3;201,3;201,3;201,3;201,3;330;330;330;5346;5346;5346;5346;5346;5346;5346;5346;
Илья-Шор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;417;417;417;417;417;417;417;417;417;417;417;417;417;417;28327;28327;28327;28327;
Кожмудор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1637;1637;1637;1637;1637;1637;1637;1637;40911;40911;40911;40911;40911;40911;40911;40911;40911;40911;
Мадмас;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;333;333;333;333;333;333;333;333;64935;64935;64935;64935;64935;64935;64935;64935;64935;64935;
Межег;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;583,7;
Студенец;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;1397;
Усть-Вымь;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1702;1702;1702;1702;1702;1702;1702;1702;1702;1702;1815;1815;1815;1815;1815;16326;16326;16326;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Куломский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;2636801;
Аныб (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2271;3109;3109;3109;3109;3109;4619;4619;4619;4619;4619;4619;4619;;;;;;
Вольдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;272847;
Нижний Воч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;3170;
Диасёръя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;659;659;659;659;659;659;659;659;659;659;659;659;659;659;659;659;659;659;
Деревянск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4888;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;6228;
Дзёль (до 1 января 2020 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;810;810;810;810;810;810;810;810;810;810;810;810;810;810;810;;;;
Дон;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;2906;
Кебанъёль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;
Керчомъя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;2369;
Кужба;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2663;2712;2712;2712;2712;2712;2712;2712;2712;2712;2712;2712;2712;2712;2712;2712;2712;93527,7;
Мыёлдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;3433;
Носим (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1158;1328;1328;1328;1328;1328;1328;1328;1328;1328;1328;1328;1328;;;;;;
Крутоборка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2994;2161;2161;2161;2161;2161;2161;2161;2161;2161;2161;;;;;;;;
Парч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;
Пожег;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1520;1520;1520;1520;1520;1520;1520;1520;1520;165685;165685;165685;165685;165685;165685;165685;165685;165685;
Помоздино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1305;1305;1305;1305;1305;1305;
Зимстан;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2771;2771;2771;2771;2771;2771;2771;2771;2771;2771;2771;2771;2771;2771;2771;3581;3581;3581;
Руч;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4409;6575;6575;6575;6575;6575;6575;21050;21050;21050;21050;21050;21050;25669;25669;25669;25669;25669;
Тимшер;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;1545;
Усть-Кулом;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4820;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;4965;
Усть-Нем;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;890;890;890;890;890;890;890;890;890;890;890;890;890;890;890;890;890;890;
Югыдъяг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4021;4101;4101;4101;4101;4101;625823;625823;625823;625823;625823;625471;625471;625471;625471;625471;625471;625750,9;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;;
Муниципальный район Усть-Цилемский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4251110;4251110;4251110;4251110;4251110;4251110;4251110;4251110;4259799;4259799,15;4259799,15;4259799,2;4259799,2;4259799,2;4259799,2;4259799,2;4259799,2;4259799,2;
Среднее Бугаево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1136;3798,1;3798,1;3798,1;188510;188510;188510;188510;187956;187955,53;187955,53;187956;187956;187956;187956;187956;187956;187956;
Ёрмица;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;834;5008,1;5008,1;5008,1;198020;198020;198020;198020;198305;198305,27;198305,27;198305,3;198305,3;198305,3;198305,3;198305,3;198305,3;198305,3;
Коровий Ручей;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1620;1708,1;1708,1;1708,1;117140;117140;117140;117140;117642;117641,76;117641,76;117641;117641,8;117641,8;117641,8;117641,8;117641,8;117641,8;
Нерица;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;647;1196,1;1196,1;1729;107080;107080;107080;107080;106458;106457,62;106457,62;106457,6;106457,6;106457,6;106457,6;106457,6;106457,6;106457,6;
Новый Бор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;474;7134,1;7134,1;7134,1;644530;644530;644530;644530;645747;645746,75;645746,75;645746,7;645746,7;645746,7;645746,7;645746,7;645746,7;645746,7;
Окунев Нос;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2780;2469,1;2469,1;2469,1;431290;431290;431290;431290;430856;430855,79;430855,79;430855;430855;430855;430855;430855;430855;430855;
Замежная;;;;;;;;;;;;;;;;;;;
